C02-1122 ==> H01-1043:0.9578, C04-1174:0.9563, W02-1608:0.9258, I08-2110:0.9224, P09-2052:0.8665, N06-1023:0.8437, I05-1005:0.8289, P06-1022:0.7841, D07-1032:0.7799, P02-1028:0.7798
I08-1044 ==> I08-4016:0.8855, W06-0130:0.8855, I08-4023:0.8672, I08-4019:0.8412, W06-0134:0.8396, C04-1081:0.8389, W06-0116:0.8315, C14-2019:0.8165, C10-2160:0.8156, I08-4030:0.8142
W07-0725 ==> W08-0313:0.9647, W09-0423:0.9396, W10-4011:0.9274, L08-1384:0.9048, W14-3327:0.9047, N09-2055:0.9031, W06-3117:0.9026, L08-1060:0.9022, E14-4018:0.9022, P09-4005:0.9015
W12-4105 ==> W06-2007:0.9295, L08-1551:0.9252, W10-4164:0.9241, H05-1069:0.9177, W07-2020:0.9153, W10-1908:0.9109, W13-5003:0.9038, L08-1041:0.9035, W09-3204:0.9032, W07-2057:0.9031
P08-2034 ==> W10-4121:0.9904, P07-3007:0.9891, W13-2513:0.9876, W06-0303:0.9872, S10-1100:0.9857, S14-2120:0.9841, C10-2169:0.9831, W11-1716:0.9820, P13-2093:0.9808, C10-2036:0.9806
W10-4212 ==> W08-1108:0.9120, W07-1504:0.9098, W09-0615:0.9055, W09-0626:0.9038, W13-2108:0.9036, W12-1503:0.9017, P11-2116:0.8937, W10-4214:0.8904, P10-1008:0.8874, J12-1006:0.8824
W11-0813 ==> C08-3010:0.8372, P08-2046:0.8323, P06-2084:0.8244, C10-1047:0.8240, W03-0612:0.8199, P08-1106:0.8119, W06-1656:0.8000, P07-1076:0.7934, W03-1603:0.7930, C10-1133:0.7927
P00-1073 ==> P02-1023:0.9417, D07-1021:0.9224, W13-3008:0.9135, P14-1075:0.8642, W06-3113:0.8096, W07-0712:0.8086, W11-2123:0.8059, D13-1023:0.8019, W09-1505:0.7867, W14-0311:0.7687
W04-1510 ==> W06-1502:0.9925, P01-1029:0.9733, C00-2087:0.9687, P07-1043:0.9675, W06-0406:0.9669, P01-1028:0.9667, W04-0408:0.9656, C02-1113:0.9563, P02-1003:0.9555, C02-1116:0.9489
W14-2007 ==> E12-1080:0.8329, W14-2501:0.8024, C14-1044:0.7976, W14-4324:0.7958, P07-1102:0.7700, I08-1034:0.7684, P12-1094:0.7586, W11-0609:0.7540, P08-2043:0.7513, W14-4103:0.7478
W12-1633 ==> P10-1128:0.8593, C08-1079:0.8230, D08-1031:0.8155, P13-2015:0.8107, W05-0406:0.8106, W06-2906:0.8082, J05-3004:0.8072, W06-1311:0.8072, P05-1021:0.8049, W13-1203:0.8039
W09-3016 ==> P00-1053:0.9387, C02-2013:0.9357, P01-1021:0.9336, W10-1013:0.9306, C00-2149:0.9305, W02-1809:0.9283, W10-1835:0.9273, W06-3708:0.9269, W14-3106:0.9257, W08-1135:0.9252
W07-2097 ==> W04-0860:0.9700, W04-0820:0.9040, C02-1115:0.8395, S10-1088:0.8301, S10-1013:0.8176, P06-2028:0.7968, C04-1130:0.7960, S10-1028:0.7865, S13-2032:0.7819, W09-2405:0.7779
D09-1021 ==> C10-2154:0.9310, C10-2136:0.9171, P11-1128:0.9103, D09-1108:0.9071, E12-1013:0.9036, D10-1043:0.9035, P11-1063:0.8985, W06-3106:0.8947, P13-1015:0.8942, W12-3160:0.8937
C02-1058 ==> N03-1015:0.9937, C00-1059:0.9933, C04-1105:0.9795, W04-3208:0.9350, W02-1037:0.9110, E03-1050:0.9096, I08-2104:0.9069, N09-2007:0.8714, N04-1034:0.8700, C08-1030:0.8679
W05-0835 ==> W05-0815:0.9865, I05-1042:0.9235, W01-1405:0.9210, W08-0315:0.9144, N09-1013:0.9102, P07-1002:0.9100, P06-1090:0.9100, N07-2015:0.9057, C14-1108:0.9003, N06-4004:0.8995
P14-2081 ==> C10-1041:0.8686, P13-2132:0.8373, L08-1131:0.8243, D10-1122:0.8241, N10-1021:0.8240, D09-1093:0.8113, D12-1005:0.8064, W11-2021:0.8038, P14-2112:0.7899, N12-1083:0.7886
E03-1003 ==> W14-4906:0.9473, W00-1403:0.9397, C02-1141:0.9278, W01-0803:0.9123, P01-1014:0.9090, J00-3005:0.9088, W09-2509:0.9006, N06-4001:0.8890, W05-0208:0.8858, W00-0402:0.8820
S14-2103 ==> D14-1080:0.8838, S14-2033:0.8733, S13-1042:0.8698, P13-1097:0.8669, P14-1032:0.8593, S14-2087:0.8581, W11-1705:0.8564, S14-2028:0.8536, W14-2612:0.8529, L08-1618:0.8529
D13-1168 ==> N13-1011:0.7524, W11-2146:0.7491, D14-1040:0.7310, W13-2232:0.7293, P14-5004:0.7272, D10-1025:0.7245, W11-2125:0.7048, E14-1044:0.7043, L08-1292:0.7028, D09-1124:0.7002
W06-1629 ==> I08-2086:0.9912, W10-2402:0.9902, W12-4401:0.9893, P07-2039:0.9751, W10-2409:0.9664, P04-1021:0.9636, N12-1039:0.9607, N10-1102:0.9607, L08-1055:0.9570, W03-1508:0.9511
W12-3138 ==> W05-0833:0.9364, N09-2001:0.9254, D09-1039:0.9224, P12-1100:0.9212, W13-2227:0.9190, W10-1720:0.9172, P13-2071:0.9142, W10-1742:0.9142, W07-0701:0.9139, W09-0407:0.9124
W12-3904 ==> N12-1061:0.8102, I05-1023:0.7919, W06-1009:0.7811, W10-3908:0.7711, I08-6001:0.7686, C08-1007:0.7677, P07-1110:0.7674, N10-1070:0.7670, I08-2104:0.7578, N09-2007:0.7570
W13-4041 ==> P99-1004:0.9542, E03-1018:0.9468, E06-2030:0.9447, W05-0110:0.9412, C00-2174:0.9402, W12-1511:0.9398, E03-1042:0.9386, W13-3407:0.9378, W12-2034:0.9360, C02-1018:0.9356
W10-4145 ==> E09-1090:0.9759, S12-1072:0.9288, S10-1069:0.8606, E14-3008:0.8535, W10-4144:0.8316, D13-1120:0.8248, W06-1619:0.8204, W08-1304:0.8189, C08-1069:0.8185, D11-1031:0.8129
N10-1017 ==> C08-1013:0.9612, J08-4005:0.9484, I05-5003:0.9036, S12-1099:0.8893, S13-1017:0.8866, N03-2026:0.8833, W13-2325:0.8646, P13-4028:0.8626, C14-1117:0.8587, C14-1190:0.8566
S13-2091 ==> D14-1053:0.8783, E12-1062:0.8683, D11-1121:0.8654, P11-1164:0.8607, D13-1091:0.8568, D12-1015:0.8531, L08-1086:0.8501, S13-2068:0.8486, P11-4006:0.8471, S13-2086:0.8438
P02-1048 ==> C00-1053:0.9974, C00-1054:0.9966, W08-0801:0.9746, P03-2005:0.9727, W12-3505:0.9717, W07-0303:0.9714, N06-2040:0.9704, C10-2178:0.9697, N04-4012:0.9688, P07-1048:0.9675
S12-1002 ==> P13-3012:0.9445, C10-3011:0.9441, D14-1221:0.9383, P11-1082:0.9251, P14-2006:0.9229, P13-1049:0.9200, C14-1172:0.9200, W12-4514:0.9177, P10-2029:0.9177, W11-1915:0.9137
W12-3209 ==> P11-4002:0.9179, W12-3211:0.8495, W12-3212:0.8383, L08-1024:0.8257, W10-0402:0.8053, W07-1219:0.7805, W04-3113:0.7686, L08-1251:0.7634, W06-2714:0.7572, N12-1070:0.7568
W10-0301 ==> W10-2805:0.9099, S13-2019:0.9097, W07-2035:0.8948, P04-2007:0.8926, W06-1406:0.8917, I08-2108:0.8871, D11-1129:0.8852, W11-2507:0.8831, P09-1072:0.8814, W04-1002:0.8783
P10-2039 ==> P09-1057:0.9373, C10-2016:0.9363, W08-2112:0.9298, D08-1036:0.9264, D10-1083:0.9242, P13-1057:0.9229, N12-1014:0.9229, E14-1013:0.9222, W12-1914:0.9179, P10-1101:0.9118
W09-1213 ==> W09-1202:0.9260, W09-1214:0.9260, W14-1208:0.9208, P13-4010:0.9190, P10-2018:0.9182, W09-1211:0.9162, W09-1216:0.9124, W09-1217:0.9073, W14-2902:0.9072, W09-1212:0.9040
P05-2015 ==> W04-0502:0.9512, P01-1049:0.9320, L08-1135:0.9313, W11-1108:0.9204, W10-4153:0.9191, N03-2033:0.9178, W02-1906:0.9175, W09-3412:0.9159, C02-1047:0.9154, W99-0503:0.9147
C14-1112 ==> P12-2061:0.8667, C10-1118:0.8649, P09-1063:0.8632, P08-1064:0.8585, W13-2807:0.8536, W13-0805:0.8535, C10-2086:0.8492, P13-1080:0.8487, W12-0802:0.8449, P14-2024:0.8397
D14-1203 ==> D14-1164:0.8985, E14-2023:0.8659, D13-1184:0.8627, C14-1196:0.8614, D14-1205:0.8532, D14-1165:0.8500, P14-1077:0.8491, P12-1086:0.8417, D14-1166:0.8388, W14-6203:0.8385
W02-0604 ==> I08-1003:0.9759, P03-1036:0.9493, P10-1104:0.9489, E12-1067:0.9479, W05-0504:0.9470, W04-0106:0.9449, W02-0602:0.9447, E06-2022:0.9447, E06-2023:0.9443, W05-0503:0.9434
N09-1018 ==> D08-1008:0.9214, L08-1596:0.9213, S12-1016:0.9115, P10-2031:0.9096, C10-1079:0.9073, Q13-1018:0.9045, W06-1518:0.9008, D14-1036:0.9002, P10-2018:0.8981, W08-2134:0.8975
W08-2111 ==> I08-2079:0.9835, W05-0621:0.9729, W05-0632:0.9673, N09-2065:0.9595, W09-1112:0.9562, W06-1622:0.9533, W04-2420:0.9471, I08-2132:0.9467, W04-2414:0.9438, W05-0631:0.9432
W06-0707 ==> W04-1003:0.9808, W09-2806:0.9797, E09-1048:0.9517, W06-1401:0.9503, P13-1121:0.9452, P09-2027:0.9418, P14-2055:0.9395, P08-2005:0.9377, P12-2070:0.9314, W06-0702:0.9280
D12-1099 ==> D09-1134:0.8415, P14-5003:0.8283, P14-2010:0.8177, E14-2002:0.8161, D14-1012:0.8151, P11-1054:0.8131, S14-2127:0.8042, P13-1129:0.8005, C14-1110:0.7995, Q14-1002:0.7944
W06-3208 ==> E06-2023:0.9844, W04-0109:0.9760, E12-1067:0.9689, W06-3209:0.9681, I08-1003:0.9531, W07-1032:0.9390, P10-1104:0.9329, E14-1060:0.9329, E14-2006:0.9322, W05-0503:0.9293
S13-2035 ==> P14-5012:0.9447, W06-3814:0.9406, D10-1012:0.9346, S13-2039:0.9330, E14-4001:0.9280, S13-2049:0.9264, W11-2214:0.9243, S12-1027:0.9239, J13-3008:0.9198, S10-1085:0.9188
E03-1065 ==> W06-0405:0.9599, P06-4019:0.9583, W06-0805:0.9575, W05-0105:0.9554, P07-2037:0.9546, E06-2003:0.9501, W11-2703:0.9499, E03-2014:0.9493, N06-4005:0.9477, J08-2008:0.9473
D14-1131 ==> D13-1022:0.9429, W13-0803:0.9392, P11-1127:0.9384, D13-1110:0.9382, W13-2214:0.9376, C10-2086:0.9357, D09-1147:0.9356, D14-1028:0.9338, C14-1108:0.9333, W12-3125:0.9330
W02-1403 ==> C00-1038:0.9715, P13-2054:0.9652, C02-1100:0.9616, W08-1908:0.9610, W09-3412:0.9606, W01-1508:0.9605, W09-3525:0.9602, I05-3015:0.9599, H01-1050:0.9586, W07-1605:0.9581
C02-2024 ==> P04-1029:0.9828, P03-1026:0.9786, N03-3005:0.9633, C00-2155:0.9107, W07-1219:0.8831, E09-1093:0.8711, C02-1075:0.8604, J02-2002:0.8597, W05-1511:0.8589, E03-1052:0.8497
N12-1093 ==> D10-1049:0.8635, W13-2124:0.8509, P12-1039:0.8400, P12-1045:0.8139, P13-2100:0.8136, W10-2903:0.8113, C10-2062:0.8068, D13-1157:0.7924, P13-1138:0.7919, D09-1042:0.7916
D13-1086 ==> N13-1080:0.9235, D12-1119:0.9202, D13-1016:0.8935, W10-2608:0.8777, W14-2602:0.8637, P12-2053:0.8563, W11-1515:0.8552, D08-1072:0.8448, S14-2105:0.8395, D09-1052:0.8378
W07-2056 ==> D09-1048:0.9847, W04-0834:0.9783, W04-0839:0.9739, C04-1131:0.9724, W04-0850:0.9698, W07-2055:0.9686, W04-2404:0.9526, W07-2057:0.9397, W04-0852:0.9333, W02-0806:0.9289
W07-1216 ==> E09-2012:0.9891, P06-1120:0.9854, P06-4016:0.9783, W06-1006:0.9695, D09-1051:0.9634, W03-1806:0.9442, W07-1511:0.9379, P05-2003:0.9352, W04-0412:0.9292, E03-2006:0.9272
P12-1090 ==> L08-1097:0.9412, I08-2107:0.9408, C08-1057:0.9236, L08-1163:0.9228, P04-2008:0.9170, P06-2043:0.9128, P06-1044:0.9110, J06-2001:0.9097, C10-1119:0.9090, W06-1905:0.9067
W12-2208 ==> N12-1063:0.9295, W14-1821:0.9140, E09-3003:0.9020, W13-1506:0.9002, N07-1058:0.8998, W14-1819:0.8923, D12-1043:0.8918, D09-1094:0.8879, E09-2013:0.8821, W08-0911:0.8819
W08-2106 ==> W06-1644:0.9814, P14-2096:0.9804, P14-1124:0.9728, P09-1086:0.9699, H01-1064:0.9665, W04-2902:0.9650, H05-2015:0.9640, N06-1053:0.9567, P05-3011:0.9533, P05-1055:0.9413
C10-2084 ==> P10-1033:0.9100, N10-1033:0.9052, P12-1033:0.9037, W13-0806:0.8999, D14-1016:0.8995, D14-1197:0.8962, P11-2066:0.8889, W10-2913:0.8835, E14-4029:0.8818, D13-1026:0.8803
W08-1913 ==> W10-4336:0.9441, W10-0304:0.9422, W14-1102:0.9408, P03-1032:0.9369, W10-4353:0.9363, W09-3926:0.9358, W04-0502:0.9338, W04-1511:0.9335, W13-2508:0.9327, N12-3005:0.9307
W09-3934 ==> P10-1009:0.9754, D11-1069:0.9515, W09-3935:0.9509, W09-3910:0.9425, W00-0309:0.9342, P02-1059:0.9280, N06-2023:0.9277, W09-3917:0.9243, W10-4356:0.9239, D10-1084:0.9221
D09-1022 ==> W10-1711:0.8533, W11-2124:0.8439, D08-1039:0.8385, P12-1048:0.8325, W12-3109:0.8270, P07-1005:0.8267, N12-1046:0.8254, W13-2264:0.8194, W13-2215:0.8124, P07-1066:0.8028
P01-1050 ==> W02-1018:0.9448, C00-2172:0.9022, N03-1017:0.8589, W03-0313:0.8129, P03-1041:0.7981, N03-2036:0.7890, W06-3109:0.7793, W04-3227:0.7764, J10-3001:0.7679, W14-3321:0.7598
W14-3703 ==> P11-2039:0.9281, E12-1022:0.9217, N10-1134:0.9179, P14-2040:0.9142, D08-1079:0.9123, C14-1187:0.9084, W13-3105:0.9047, C14-1113:0.9044, P10-1084:0.9028, P13-1099:0.8995
N12-1088 ==> C10-1123:0.8731, P14-2107:0.8719, P10-1003:0.8706, P13-1110:0.8690, P13-2060:0.8638, P09-1064:0.8592, W13-2214:0.8533, W06-3106:0.8510, P13-1125:0.8502, P11-1085:0.8494
E06-2016 ==> W06-2608:0.9883, P05-1050:0.9393, P05-3014:0.9386, W04-0838:0.9313, W02-0814:0.9308, N09-3015:0.9167, W07-2078:0.9155, W05-0608:0.9006, W04-0808:0.9002, W06-2604:0.8995
C14-1105 ==> W13-2806:0.9395, W14-4803:0.9392, W14-3308:0.9345, W09-0418:0.9328, W13-2211:0.9221, W13-2816:0.9213, W13-2219:0.9165, W11-2138:0.9156, D14-1132:0.9154, P13-1078:0.9150
W10-1710 ==> E09-1043:0.9339, W14-3333:0.9292, P12-1050:0.9187, P10-1085:0.9168, W14-3363:0.9142, P13-1032:0.9140, P11-1130:0.9086, P13-2122:0.9073, W14-3304:0.9031, W08-0317:0.9007
W04-1006 ==> P11-3008:0.9805, W03-0505:0.8750, A00-2035:0.8247, J02-4005:0.8231, I08-1063:0.8167, W04-1011:0.7757, J02-3002:0.7751, W04-1007:0.7716, N07-3005:0.7625, W04-2611:0.7610
C04-1035 ==> W08-0109:0.9469, W02-1014:0.9357, P10-1005:0.9332, E03-1018:0.9329, I05-3015:0.9320, W09-3937:0.9320, C00-1055:0.9307, P02-1008:0.9305, L08-1362:0.9305, C04-1175:0.9291
P00-1016 ==> W00-1304:0.9521, P00-1036:0.8675, N01-1006:0.8340, W02-1607:0.7238, C02-1162:0.6496, W01-0710:0.6190, W00-0726:0.6118, W00-0735:0.6064, W00-0733:0.6021, P01-1035:0.5898
J11-4005 ==> W13-4004:0.8409, N13-1058:0.8342, W10-0905:0.8332, W09-3208:0.8320, W14-3705:0.8298, W07-2025:0.8298, I08-4005:0.8251, E14-1024:0.8243, W13-1202:0.8233, P13-2139:0.8218
D13-1010 ==> D07-1069:0.9250, W10-0723:0.9204, W10-0730:0.9196, P10-1141:0.9018, C08-1040:0.8957, W14-2620:0.8937, N07-1037:0.8846, D13-1191:0.8843, P10-2047:0.8833, N09-1057:0.8826
C04-1033 ==> W06-3316:0.9448, W11-1823:0.9185, W06-0106:0.8904, P13-2015:0.8664, W04-1201:0.8611, W03-1307:0.8610, W07-1022:0.8506, W02-0311:0.8499, W04-1218:0.8436, P10-1128:0.8391
W09-1217 ==> W14-3007:0.9537, W09-1210:0.9232, W09-1214:0.9206, S14-2121:0.9146, W09-1212:0.9128, W14-1501:0.9122, W14-2902:0.9102, W09-1202:0.9077, W09-1213:0.9073, D10-1072:0.9063
P06-2006 ==> P06-4020:0.9587, W05-1517:0.9373, P11-1019:0.9130, L08-1149:0.9108, L08-1109:0.9033, P11-1136:0.9028, L08-1306:0.8943, W12-0906:0.8933, W08-1307:0.8901, W12-0910:0.8849
W04-1612 ==> W02-0504:0.9901, N09-1045:0.9535, N07-2033:0.9424, P11-1088:0.9379, W12-6203:0.9346, P09-2056:0.9321, W05-0711:0.9312, P10-2063:0.9308, W04-1606:0.9274, D07-1116:0.9254
W10-0408 ==> D09-1094:0.8485, W14-1819:0.8342, W14-1821:0.8275, N12-1063:0.8188, E09-3003:0.8144, N07-1058:0.7980, D12-1043:0.7922, E09-2013:0.7875, W08-0911:0.7867, C14-1034:0.7733
E06-1023 ==> W06-1322:0.9852, P07-2031:0.9842, A00-2001:0.9397, P03-1070:0.9151, W08-0105:0.9085, W13-4029:0.8738, C08-1129:0.8730, W13-4007:0.8712, J09-3001:0.8675, W10-4308:0.8659
L08-1039 ==> P10-1022:0.9220, L08-1597:0.9087, W09-1508:0.8958, W07-0208:0.8886, N13-1125:0.8834, W06-0609:0.8808, P07-1032:0.8792, C14-1057:0.8697, C10-2119:0.8675, P13-2107:0.8558
S13-2022 ==> S12-1107:0.9441, S13-2005:0.9399, S12-1103:0.9368, S12-1109:0.9219, P08-1051:0.9203, S13-2006:0.9175, W07-1407:0.9157, S13-2023:0.9145, S13-2099:0.9081, S12-1105:0.8976
P13-1012 ==> N10-1061:0.8990, D13-1203:0.8794, P12-1040:0.8728, W12-4514:0.8657, D08-1031:0.8626, W12-4510:0.8626, D09-1120:0.8609, C10-1017:0.8549, P13-3012:0.8524, P08-2012:0.8500
W13-5007 ==> N13-1094:0.9466, D08-1106:0.9323, P11-2128:0.8701, P05-2025:0.8590, W07-2075:0.8528, P13-1052:0.8514, W07-2089:0.8483, D13-1018:0.8391, P13-4018:0.8351, N12-1051:0.8338
W04-2113 ==> N09-2050:0.9672, C04-1069:0.9669, W09-3412:0.9645, L08-1325:0.9644, C00-1055:0.9633, W06-3705:0.9628, W10-4124:0.9624, E99-1007:0.9620, J03-1001:0.9619, C00-1038:0.9617
N03-3006 ==> P04-2007:0.9408, W04-0913:0.9308, W06-2302:0.9150, W04-2005:0.9057, E03-1025:0.8936, W10-0301:0.8773, W14-2305:0.8650, L08-1210:0.8555, W09-0306:0.8549, P11-4003:0.8515
W14-4722 ==> W04-2507:0.9401, W07-0807:0.9393, W12-1701:0.9379, W09-0624:0.9363, E03-1028:0.9360, W00-0110:0.9352, P13-2054:0.9340, I05-2043:0.9338, W11-1504:0.9338, L08-1164:0.9328
W03-0609 ==> W09-3937:0.9546, C00-1055:0.9537, E03-1042:0.9511, W03-2108:0.9474, W01-1506:0.9469, W04-2113:0.9468, W11-0107:0.9434, W01-1003:0.9423, P03-1053:0.9420, W02-1014:0.9413
C08-1031 ==> C10-1020:0.9256, D09-1019:0.8822, W12-4301:0.8767, W06-0302:0.8719, Q14-1013:0.8604, P11-2099:0.8559, P06-1134:0.8539, P10-1042:0.8411, W11-1703:0.8391, W06-1640:0.8273
P13-1103 ==> N10-1002:0.8772, W07-1209:0.8608, W04-2003:0.8566, W13-1201:0.8482, W04-1505:0.8459, W09-2604:0.8441, W07-1203:0.8431, W11-0108:0.8423, W09-2605:0.8381, N07-2031:0.8353
N10-1088 ==> W11-1413:0.9327, W07-2089:0.8870, D12-1129:0.8730, W07-2075:0.8707, W04-0852:0.8672, P14-1044:0.8568, P08-2063:0.8535, L08-1551:0.8515, W10-4164:0.8494, W07-2076:0.8483
W04-0210 ==> P00-1051:0.9370, W00-1425:0.9242, N01-1002:0.9238, P04-1019:0.9237, W00-1415:0.9227, P00-1019:0.9226, C00-1045:0.9171, W04-2327:0.9167, W08-2215:0.9147, W04-0707:0.9102
W11-1514 ==> W11-1709:0.9318, E12-1031:0.9141, P11-2064:0.9115, W14-0901:0.9091, D09-1063:0.9010, N12-1071:0.9010, P11-3010:0.8867, D08-1103:0.8500, W10-0204:0.8472, W11-0611:0.8463
I05-1031 ==> N04-4008:0.9279, P06-2118:0.8792, I05-3012:0.8429, W07-2065:0.8314, P04-1038:0.8187, W03-1302:0.8177, W04-0847:0.8113, C02-1162:0.8021, C02-1143:0.8002, I08-4006:0.7968
P06-2050 ==> I05-3008:0.9852, W04-1106:0.9807, J06-2003:0.9655, C00-1026:0.9652, C10-1133:0.9616, W03-1603:0.9459, W09-3735:0.9436, W00-1203:0.9430, W03-0612:0.9422, P04-3007:0.9400
W09-3910 ==> W11-0220:0.9519, P10-1009:0.9510, W02-0106:0.9480, W99-0213:0.9454, W09-3934:0.9425, W10-2203:0.9416, W10-4323:0.9391, P02-1059:0.9390, W09-2812:0.9386, C00-2098:0.9383
W10-1610 ==> L08-1323:0.9711, L08-1275:0.9577, S14-1004:0.9571, N12-2007:0.9562, D14-1031:0.9524, C08-1126:0.9486, S14-2079:0.9287, W09-0308:0.9197, P07-2013:0.9148, J06-1003:0.9139
L08-1291 ==> L08-1005:0.9483, W10-1114:0.9463, W12-3213:0.9341, W10-0402:0.8895, D07-1089:0.8581, W11-1508:0.8471, P14-2059:0.8349, W12-3204:0.8119, W06-1613:0.7994, W06-1312:0.7927
W10-1752 ==> P12-1098:0.9384, W09-0403:0.9366, W14-0308:0.9312, W12-0111:0.9289, D14-1026:0.9283, W12-3104:0.9258, P13-2025:0.9250, W10-0707:0.9220, N09-2055:0.9210, C08-1141:0.9204
W04-0803 ==> W07-2040:0.8950, C04-1179:0.8910, W07-2021:0.8904, W06-2106:0.8876, S10-1066:0.8841, P14-1120:0.8713, W12-1519:0.8651, W14-3009:0.8619, N04-3006:0.8574, J08-2006:0.8539
P09-2056 ==> D07-1116:0.9601, W12-6203:0.9429, P11-1088:0.9404, L08-1176:0.9397, N09-1045:0.9383, W07-0813:0.9371, W14-5312:0.9359, P10-2063:0.9356, L08-1460:0.9337, W14-3602:0.9321
P04-1062 ==> N03-1006:0.9059, P04-3032:0.8714, P10-2020:0.8445, P05-1044:0.8197, P09-2001:0.7789, H05-1036:0.7786, P09-1057:0.7478, D09-1142:0.7430, J07-4003:0.7322, N10-1116:0.7317
C02-1032 ==> W03-1714:0.9437, E03-1032:0.9168, E03-1007:0.9110, P06-2107:0.9084, W14-0309:0.9078, P04-3001:0.9039, W01-1407:0.9023, C04-1045:0.9006, W02-1405:0.8998, J09-1002:0.8867
W00-1212 ==> W10-1740:0.9157, P11-2070:0.9145, C00-2122:0.9071, W12-3151:0.9036, P07-2054:0.9030, W09-2304:0.9019, P09-1037:0.9016, W14-3321:0.8999, W13-2806:0.8913, W08-0903:0.8889
C00-1027 ==> W01-0508:0.9952, W02-1023:0.9950, W06-3310:0.9949, W07-1010:0.9926, W00-1315:0.9893, W11-2002:0.7831, W04-2004:0.7666, N10-1077:0.7665, P08-2024:0.7623, N03-2032:0.7620
C08-1024 ==> W09-1111:0.8786, D13-1018:0.8691, W11-0903:0.8643, W11-0319:0.8631, D11-1013:0.8615, D09-1099:0.8563, W07-1703:0.8561, W11-1707:0.8553, D10-1108:0.8518, W09-1703:0.8505
P08-1069 ==> W06-1505:0.9299, J10-3006:0.9156, P06-2036:0.9108, W07-0402:0.9102, W07-0404:0.9009, W06-1506:0.8916, W06-1501:0.8743, W05-1507:0.8645, N07-1019:0.8578, N09-1061:0.8555
P11-1001 ==> W13-2238:0.9004, W12-6219:0.8952, D14-1021:0.8875, D10-1043:0.8824, P14-1138:0.8808, W08-0401:0.8808, C14-1108:0.8801, J14-3008:0.8800, W11-1009:0.8795, W12-3125:0.8795
W03-0108 ==> W03-0110:0.9993, N09-2030:0.9010, P11-1096:0.8010, D12-1137:0.7816, W14-2509:0.7579, D14-1039:0.7545, P13-1144:0.7342, W07-2050:0.7023, W07-1605:0.6961, W10-4322:0.6949
P14-1071 ==> W12-2032:0.9367, W13-3611:0.9347, W12-2031:0.9320, E14-1038:0.9302, W10-1004:0.9283, W13-3607:0.9243, L08-1322:0.9239, W13-3613:0.9201, W12-2027:0.9194, W13-3617:0.9141
C04-1199 ==> P04-3018:0.9495, E09-3011:0.9392, L08-1442:0.9358, L08-1294:0.9357, W06-2609:0.9332, H05-1041:0.9304, W06-0203:0.9287, W07-1706:0.9240, E12-1011:0.9222, H05-1118:0.9110
W09-3501 ==> W09-3504:0.9143, I08-8003:0.9090, P06-2025:0.9064, W10-2406:0.9025, N10-1102:0.9023, I05-1040:0.8968, P10-2051:0.8932, I08-1031:0.8792, W12-4412:0.8733, W12-4401:0.8697
P13-2137 ==> W12-3405:0.8390, P13-2128:0.8240, C14-1163:0.8100, P10-2022:0.8007, D14-1101:0.7956, D11-1116:0.7834, W14-1505:0.7805, P14-3010:0.7750, W12-3308:0.7739, C10-1093:0.7673
N09-2048 ==> W14-2801:0.9676, P08-1044:0.9646, W12-1612:0.9543, P11-2020:0.9525, W12-1617:0.9497, N12-1002:0.9314, P08-2043:0.9145, N13-2012:0.8984, H05-1104:0.8978, N06-2031:0.8909
W12-3142 ==> W14-3331:0.9451, W14-3328:0.9406, W10-1604:0.9283, W13-2212:0.9279, W14-3321:0.9278, P10-2032:0.9246, D13-1023:0.9204, W13-2250:0.9200, P13-2068:0.9195, D08-1051:0.9175
P10-1010 ==> D07-1005:0.9435, L08-1008:0.9131, W14-2201:0.8719, W11-1216:0.8116, W14-2211:0.7750, P06-1097:0.7526, W14-2212:0.7514, P10-1017:0.7512, J07-3002:0.7467, N07-2022:0.7452
W03-1121 ==> W03-1731:0.9895, W06-0125:0.9858, P03-2031:0.9551, C04-1004:0.9547, C04-1075:0.9514, W06-0905:0.9354, W03-0105:0.9293, W06-2001:0.9088, W01-1306:0.8980, P09-3005:0.8827
W12-2003 ==> N10-1026:0.8398, P09-1050:0.8278, P12-3017:0.8215, D14-1088:0.8102, P11-1161:0.8064, N09-1033:0.7945, P06-1102:0.7920, W10-0201:0.7881, P07-1088:0.7830, P07-2042:0.7705
P13-1030 ==> P13-2106:0.9255, D12-1020:0.9182, W12-1904:0.9101, P09-2085:0.9100, P14-1100:0.9043, N13-1009:0.9025, P11-2127:0.9020, N09-1062:0.9019, P11-2036:0.8995, P12-1046:0.8947
W09-0303 ==> W12-0216:0.9207, P13-4003:0.9091, W12-6209:0.9052, W12-0901:0.9036, W00-0303:0.8999, C00-2132:0.8995, W10-2408:0.8959, W13-4070:0.8948, P99-1019:0.8910, W13-4072:0.8874
W11-0815 ==> C10-3015:0.9113, D07-1110:0.8984, W07-1103:0.8805, W06-1206:0.8724, W11-0822:0.8644, I08-6014:0.8579, W05-1005:0.8459, W06-2407:0.8452, W04-0401:0.8321, W13-1014:0.8314
P12-2043 ==> P10-3006:0.8766, P12-1018:0.8755, W10-3408:0.8679, P13-1135:0.8500, P10-4009:0.8491, W05-0814:0.8486, W02-0601:0.8485, W12-3147:0.8352, W03-0414:0.8348, W09-0431:0.8334
