C02-1122 ==> C04-1174:0.9666, H01-1043:0.9425, W02-1608:0.9353, I08-2110:0.9298, N06-1023:0.8873, D09-1151:0.8837, P09-2052:0.8735, I05-1005:0.8460, I08-1065:0.8349, D07-1032:0.8205
I08-1044 ==> W06-0130:0.9660, I08-4016:0.9580, I08-4025:0.9326, I08-4019:0.9240, N06-2024:0.9238, I05-3035:0.9220, W06-0140:0.9148, N07-1068:0.9117, W06-0116:0.9092, W10-4128:0.9076
W07-0725 ==> N09-2056:0.9357, W10-1726:0.9332, W08-0313:0.9302, W10-1714:0.9258, W10-4011:0.9258, S12-1015:0.9236, W11-2157:0.9205, W05-0827:0.9195, L08-1113:0.9175, N09-1021:0.9163
W12-4105 ==> P14-2087:0.8826, S14-2079:0.8817, J14-1003:0.8699, W11-0120:0.8677, W11-1106:0.8672, E06-2006:0.8646, P09-1052:0.8626, N13-3001:0.8620, N13-1062:0.8607, P10-3003:0.8577
P08-2034 ==> W13-2513:0.9910, W10-4121:0.9865, C10-2036:0.9841, S10-1100:0.9801, S13-2059:0.9799, W14-4105:0.9798, C10-2169:0.9773, C10-2092:0.9760, P10-1042:0.9757, W06-0303:0.9747
W10-4212 ==> W09-0615:0.9377, P11-2116:0.9171, W12-1503:0.9105, W11-2702:0.9082, W08-1108:0.9046, W08-1131:0.8988, W10-4204:0.8985, W09-0626:0.8937, P10-2010:0.8935, W10-4214:0.8832
W11-0813 ==> C10-1047:0.8138, P08-2046:0.8136, P06-2084:0.8031, C08-3010:0.8031, W03-1603:0.8027, P08-1106:0.7968, W03-0612:0.7896, W07-1511:0.7767, P05-2003:0.7755, C10-1133:0.7692
P00-1073 ==> P02-1023:0.9405, W13-3008:0.9204, D07-1021:0.9154, P14-1075:0.8399, W07-0712:0.8333, W06-3113:0.8226, P00-1004:0.7858, W09-1505:0.7798, D10-1026:0.7788, P06-1126:0.7770
W04-1510 ==> W06-1502:0.9915, C02-1113:0.9915, W06-0406:0.9791, P06-1138:0.9726, P01-1029:0.9725, C00-2087:0.9647, P01-1028:0.9629, P02-1003:0.9610, W04-0408:0.9598, P07-1043:0.9512
W14-2007 ==> C14-1044:0.8457, W14-2501:0.8043, S14-1003:0.7581, E12-1080:0.7545, P06-2081:0.7516, P07-1102:0.7505, W12-1612:0.7458, W10-2109:0.7447, W06-1637:0.7400, P12-1094:0.7377
W12-1633 ==> W10-3206:0.9184, C08-1079:0.9016, I05-1065:0.8949, I05-1063:0.8754, E09-3006:0.8699, W04-0713:0.8694, C04-1034:0.8634, L08-1331:0.8630, P04-1020:0.8586, P07-1103:0.8581
W09-3016 ==> P11-1084:0.8842, W09-3832:0.8801, W12-0401:0.8737, I08-2120:0.8708, W08-0903:0.8703, D11-1127:0.8685, W09-3805:0.8622, W12-3123:0.8608, N01-1022:0.8596, P06-1030:0.8583
W07-2097 ==> W04-0820:0.9069, W04-0860:0.8937, W06-2007:0.8255, W08-2114:0.8238, W07-2070:0.8176, H05-1069:0.8152, S10-1013:0.8061, W07-2068:0.8053, I05-1080:0.8024, W00-0104:0.8018
D09-1021 ==> C14-1210:0.9157, C10-1080:0.9103, P11-1085:0.9033, C14-1209:0.8942, C10-1123:0.8914, C10-2154:0.8901, P09-2032:0.8900, P11-1063:0.8888, D14-1029:0.8866, P10-2026:0.8837
C02-1058 ==> C00-1059:0.9944, N03-1015:0.9934, C04-1105:0.9857, W04-3208:0.9386, W02-1037:0.9271, E03-1050:0.9259, I08-2104:0.9148, P09-2057:0.8824, N04-1034:0.8799, I08-6001:0.8775
W05-0835 ==> W05-0815:0.9571, P11-2066:0.9441, W10-3813:0.9327, P09-2058:0.9223, D11-1082:0.9192, P06-1090:0.9111, P06-3003:0.9110, W09-2303:0.9108, N07-2022:0.9094, P10-2005:0.9084
P14-2081 ==> N10-1021:0.8657, P14-2112:0.8598, D13-1192:0.8451, N12-1083:0.8374, P11-2004:0.8085, D09-1079:0.8071, P09-2089:0.7968, D12-1005:0.7915, D10-1122:0.7910, P13-2132:0.7822
E03-1003 ==> W14-4906:0.9414, W09-2509:0.9304, W00-1403:0.9304, W00-0402:0.9301, W00-1206:0.9222, J00-3005:0.9221, P01-1014:0.9094, W11-2314:0.9034, C02-1141:0.9016, W09-0620:0.8868
S14-2103 ==> S13-2081:0.9097, S14-2018:0.8949, S13-2088:0.8936, S14-2100:0.8859, S13-2071:0.8807, C10-1091:0.8776, P13-4005:0.8768, C14-1017:0.8756, C14-1018:0.8753, S13-2087:0.8733
D13-1168 ==> P11-1002:0.8041, P13-1060:0.7891, P11-1120:0.7801, E14-4033:0.7791, P13-1036:0.7769, P11-5005:0.7710, P14-2123:0.7523, N10-1068:0.7459, P11-2026:0.7434, N12-1014:0.7420
W06-1629 ==> W10-2402:0.9888, I08-2086:0.9864, W12-4401:0.9855, P10-2051:0.9764, P07-2039:0.9723, I05-1040:0.9590, D13-1021:0.9531, C10-2112:0.9450, W03-1508:0.9445, P04-1021:0.9445
W12-3138 ==> W12-6216:0.8611, D14-1025:0.8451, W12-0115:0.8415, P13-2025:0.8376, D11-1079:0.8374, L08-1113:0.8353, W14-0314:0.8321, S12-1015:0.8300, P13-2047:0.8293, W14-1805:0.8266
W12-3904 ==> W11-1205:0.8289, C10-1054:0.8152, W10-4110:0.7770, P06-1081:0.7684, D13-1046:0.7678, N09-2024:0.7662, P05-3010:0.7580, C08-1017:0.7543, W11-1209:0.7521, P13-2133:0.7497
W13-4041 ==> P07-2041:0.9445, W10-4351:0.9439, W99-0107:0.9434, P09-2048:0.9397, H01-1023:0.9368, W13-3006:0.9367, N10-1055:0.9366, E14-1034:0.9363, C04-1069:0.9348, W03-2904:0.9346
W10-4145 ==> E09-1090:0.9798, S12-1072:0.9175, D10-1003:0.8568, P11-2126:0.8450, D12-1096:0.8446, W10-4144:0.8406, P12-2021:0.8365, W06-1619:0.8360, P07-1078:0.8226, D11-1115:0.8219
N10-1017 ==> C08-1013:0.9620, J08-4005:0.9570, D12-1066:0.9090, E03-1086:0.8980, N03-2026:0.8872, J13-3001:0.8839, L08-1228:0.8759, E12-1073:0.8751, S12-1083:0.8720, W10-0711:0.8703
S13-2091 ==> S13-2094:0.8914, S13-2090:0.8750, E14-4025:0.8632, S13-2080:0.8546, P11-1164:0.8538, S13-2084:0.8494, P09-2039:0.8480, S13-2074:0.8454, D13-1091:0.8420, S13-2086:0.8328
P02-1048 ==> C00-1054:0.9982, C00-1053:0.9965, C10-2178:0.9710, N04-4012:0.9702, P03-2005:0.9697, W12-3505:0.9694, W07-0303:0.9685, P07-1048:0.9677, N06-2040:0.9649, P04-3033:0.9646
S12-1002 ==> H05-1083:0.9510, W11-1917:0.9425, P13-3012:0.9419, D13-1029:0.9406, C10-2125:0.9399, P05-1021:0.9389, J01-4002:0.9352, C14-1061:0.9348, E09-3006:0.9340, E14-4045:0.9339
W12-3209 ==> W10-0402:0.9281, P11-4002:0.8790, L08-1005:0.8630, W12-3211:0.8571, L08-1251:0.8507, W10-1114:0.8506, L08-1291:0.8489, W12-3213:0.8416, W12-3212:0.8369, W12-3204:0.8112
W10-0301 ==> P06-2067:0.8957, W13-1014:0.8923, P04-2007:0.8867, P08-1050:0.8843, W06-1207:0.8773, P13-2137:0.8718, W11-0136:0.8704, W06-2910:0.8614, S13-1038:0.8471, W08-2212:0.8463
P10-2039 ==> D09-1072:0.9560, N13-1014:0.9452, P10-2040:0.9443, P14-2132:0.9422, W08-2112:0.9414, D08-1036:0.9364, D10-1020:0.9359, D10-1078:0.9349, D10-1083:0.9335, P09-1057:0.9330
W09-1213 ==> W11-0906:0.9245, W09-1216:0.9176, D09-1004:0.9115, W09-1219:0.9104, S14-1012:0.9089, W14-2902:0.9069, W08-2132:0.9052, S12-1073:0.9043, W10-1811:0.9040, W11-1414:0.9032
P05-2015 ==> W00-0603:0.9404, W11-1505:0.9162, W04-0503:0.9140, W04-0507:0.9115, C00-2086:0.9107, L08-1070:0.9103, W12-0411:0.9087, W02-1906:0.9064, L08-1451:0.9059, L08-1135:0.9048
C14-1112 ==> W14-4017:0.8797, W11-2147:0.8790, W11-1009:0.8781, C08-1027:0.8771, W11-2143:0.8651, D11-1079:0.8641, P09-2034:0.8621, W10-1736:0.8618, D14-1025:0.8613, W13-2204:0.8594
D14-1203 ==> D14-1165:0.9429, P14-1079:0.9141, P14-1077:0.9139, D14-1205:0.9134, D14-1089:0.9069, C14-1220:0.9042, N13-1095:0.8980, P13-2141:0.8922, W14-6203:0.8881, N12-2011:0.8873
W02-0604 ==> W06-3209:0.9639, I08-1003:0.9630, W05-0503:0.9564, P03-1036:0.9548, D09-1070:0.9527, W06-3208:0.9478, W04-0106:0.9471, W02-0602:0.9454, W04-0105:0.9429, E06-2023:0.9407
N09-1018 ==> P10-2019:0.9413, C10-1079:0.9338, P10-2018:0.9322, D08-1008:0.9161, C10-2083:0.9088, C08-1105:0.9065, W04-2420:0.9050, H05-2004:0.9044, W08-2125:0.9021, I08-2079:0.9020
W08-2111 ==> I08-2079:0.9741, W09-1112:0.9645, W04-2420:0.9640, W06-1622:0.9581, W08-2125:0.9496, W04-2418:0.9458, I05-1079:0.9449, W04-2414:0.9445, W05-0632:0.9430, W04-2419:0.9393
W06-0707 ==> N10-3003:0.9797, J11-1001:0.9744, C10-2106:0.9707, N12-1041:0.9697, P12-2070:0.9654, L08-1063:0.9641, D11-1043:0.9635, E09-1084:0.9633, I05-2027:0.9618, W09-2806:0.9608
D12-1099 ==> E12-1029:0.8143, D13-1185:0.8052, D11-1075:0.7996, P06-2121:0.7961, D09-1014:0.7912, P14-2010:0.7672, N12-1008:0.7647, W10-1109:0.7639, P06-2086:0.7601, D10-1035:0.7587
W06-3208 ==> E06-2023:0.9881, D09-1070:0.9757, W04-0109:0.9748, W07-1032:0.9667, I08-1003:0.9654, W06-3209:0.9604, W04-0106:0.9523, P03-1036:0.9520, P07-1118:0.9480, W02-0604:0.9478
S13-2035 ==> C14-1011:0.9477, W10-4163:0.9358, S13-2039:0.9227, D10-1012:0.9191, E14-4001:0.9175, P14-5012:0.9149, W07-2087:0.9148, D13-1148:0.9117, S10-1081:0.9049, W06-3814:0.9043
E03-1065 ==> J08-2008:0.9543, W06-0805:0.9486, E06-2003:0.9470, P07-2037:0.9470, E03-2014:0.9437, W05-1527:0.9382, W05-0105:0.9362, N06-4005:0.9334, W06-0405:0.9331, L08-1289:0.9328
D14-1131 ==> D13-1110:0.9349, W13-2214:0.9220, P14-2022:0.9176, W10-1717:0.9172, N13-1033:0.9128, W10-1718:0.9119, D14-1063:0.9110, W11-2211:0.9109, W14-3307:0.9102, P13-1156:0.9090
W02-1403 ==> E99-1023:0.9569, P13-2062:0.9557, P10-1082:0.9533, C10-2067:0.9525, W06-3711:0.9509, W04-0709:0.9497, J99-2002:0.9492, W99-0309:0.9488, L08-1377:0.9481, W02-1113:0.9475
C02-2024 ==> P03-1026:0.9768, P04-1029:0.9698, N03-3005:0.9420, C00-2155:0.8663, P07-2043:0.8594, W08-0502:0.8505, P00-1047:0.8461, W08-1701:0.8413, W13-2311:0.8410, W12-1507:0.8409
N12-1093 ==> P12-1039:0.8744, P12-1045:0.8526, C10-2062:0.8253, D13-1157:0.8243, W14-4417:0.8219, P13-1138:0.8128, D14-1135:0.8075, D10-1040:0.8073, P13-2009:0.7881, P14-1040:0.7820
D13-1086 ==> D12-1119:0.9578, D08-1072:0.9426, W14-2602:0.9347, E14-1012:0.9258, P11-3022:0.9162, N13-1080:0.9135, W08-0804:0.9094, W13-3501:0.9086, W10-2608:0.9051, D13-1016:0.9029
W07-2056 ==> D09-1048:0.9799, W04-0834:0.9779, W04-0839:0.9771, W07-2055:0.9681, C04-1131:0.9620, W04-0850:0.9520, I05-1081:0.9442, W04-0852:0.9440, W04-2404:0.9420, W02-0806:0.9368
W07-1216 ==> E09-2012:0.9924, P06-4016:0.9828, P05-2003:0.9729, P06-1120:0.9714, W07-1511:0.9618, W03-1806:0.9585, D09-1051:0.9575, E03-2006:0.9560, J00-3001:0.9371, P01-1025:0.9361
P12-1090 ==> C08-1057:0.9528, W03-0410:0.9318, I08-2107:0.9271, P04-2008:0.9237, P07-3016:0.9226, W02-1016:0.9209, P08-3010:0.9204, W08-2212:0.9198, L08-1163:0.9181, L08-1097:0.9161
W12-2208 ==> E09-2013:0.9530, W12-2207:0.9495, W13-2904:0.9450, D14-1146:0.9356, J10-2002:0.9339, D09-1094:0.9310, N12-1063:0.9286, C10-2032:0.9283, E09-1027:0.9266, C14-1033:0.9251
W08-2106 ==> W06-1644:0.9866, P14-2096:0.9765, H01-1064:0.9748, W04-2902:0.9709, P09-1086:0.9705, P14-1124:0.9686, H05-2015:0.9681, P05-3011:0.9678, D08-1087:0.9564, N06-1053:0.9526
C10-2084 ==> D10-1052:0.9282, D14-1017:0.9281, C10-2095:0.9254, N07-2022:0.9105, D09-1105:0.9098, P11-1047:0.9019, P13-2068:0.9006, C10-1084:0.8998, D13-1083:0.8984, W12-3158:0.8964
W08-1913 ==> W09-3420:0.9506, W02-2009:0.9250, W12-1001:0.9237, W14-4805:0.9206, N07-3001:0.9195, W07-1605:0.9183, W00-0304:0.9177, H01-1029:0.9174, L08-1553:0.9172, P05-3028:0.9161
W09-3934 ==> W09-3910:0.9487, D10-1084:0.9356, P10-1102:0.9220, N07-1003:0.9185, N07-4009:0.9171, N06-2023:0.9157, W12-1629:0.9147, W08-0124:0.9124, H05-2003:0.9112, L08-1475:0.9073
D09-1022 ==> W10-1711:0.9115, N09-2005:0.8951, W07-0719:0.8742, C08-1041:0.8725, S10-1026:0.8648, D08-1039:0.8623, D09-1008:0.8575, P07-1020:0.8574, D10-1054:0.8573, D08-1010:0.8560
P01-1050 ==> W02-1018:0.9387, C00-2172:0.8658, N03-1017:0.8602, P03-1041:0.8101, W03-0313:0.8045, J10-3001:0.7869, W06-3109:0.7806, W04-3227:0.7686, W05-0829:0.7682, E06-1004:0.7541
W14-3703 ==> E14-1075:0.9561, W11-0507:0.9541, C10-1111:0.9513, W13-3109:0.9488, E12-1022:0.9454, P14-2055:0.9441, P11-2113:0.9418, I05-2027:0.9401, P12-2070:0.9338, W10-3903:0.9276
N12-1088 ==> W06-3603:0.9020, P13-1110:0.8694, P08-2010:0.8643, W13-3202:0.8528, N09-2064:0.8509, P14-1069:0.8497, N10-1003:0.8474, P12-1019:0.8472, W12-2707:0.8442, P14-1020:0.8440
E06-2016 ==> W06-2608:0.9854, W04-0849:0.9458, W04-0838:0.9331, W07-2099:0.9322, W04-0808:0.9310, P05-3014:0.9307, W02-0814:0.9300, W07-2078:0.9267, W04-0827:0.9207, P05-1050:0.9200
C14-1105 ==> W10-1720:0.9260, W14-5313:0.9217, W10-1756:0.9199, N13-1114:0.9197, W12-4212:0.9158, W13-0802:0.9119, W10-1761:0.9104, W09-0414:0.9103, D13-1201:0.9089, P11-2074:0.9085
W10-1710 ==> W14-0301:0.9174, P12-1050:0.9050, N13-1074:0.8971, E14-1004:0.8881, W10-1720:0.8873, W09-0416:0.8865, W10-1735:0.8849, W06-3110:0.8830, W14-3346:0.8822, C14-1105:0.8779
W04-1006 ==> P11-3008:0.9750, I08-1063:0.8892, J02-4005:0.8870, E03-2013:0.8669, C04-1143:0.8512, N07-3005:0.8444, W03-0505:0.8334, W04-1011:0.8254, A00-1040:0.8251, P05-3006:0.8186
C04-1035 ==> W09-0505:0.9236, W09-3031:0.9120, W09-3944:0.9023, P05-1031:0.8974, P10-1005:0.8949, C08-1129:0.8904, W11-1919:0.8877, J11-1004:0.8875, W04-0706:0.8852, W04-0714:0.8837
P00-1016 ==> W00-1304:0.9349, P00-1036:0.8600, N01-1006:0.8060, W00-0735:0.6364, W00-0726:0.6361, W02-1607:0.6336, W00-0733:0.6295, C02-1162:0.6288, W01-0710:0.6160, L08-1346:0.5859
J11-4005 ==> P13-2139:0.8486, W14-2903:0.8480, W09-3208:0.8435, W04-0908:0.8380, W14-3705:0.8340, S10-1073:0.8278, W14-2909:0.8262, P06-1050:0.8059, N10-1036:0.7965, P13-2145:0.7949
D13-1010 ==> D07-1069:0.9248, W10-0723:0.9177, W10-0730:0.9167, W07-0204:0.9033, W10-0209:0.8951, N07-1037:0.8865, W13-1405:0.8847, P10-1060:0.8807, N09-1057:0.8695, N07-1013:0.8693
C04-1033 ==> W06-3316:0.9590, W11-1823:0.9109, N09-2051:0.8720, L08-1333:0.8706, W11-1912:0.8584, W04-1201:0.8551, C04-1075:0.8544, P08-1096:0.8537, W06-0106:0.8444, W11-1921:0.8429
W09-1217 ==> W08-2130:0.9068, W11-1414:0.9035, W09-1321:0.9006, W09-1213:0.8946, W14-5808:0.8909, W09-1219:0.8763, W14-3007:0.8756, Q13-1018:0.8705, W09-1216:0.8688, W08-2127:0.8528
P06-2006 ==> P06-4020:0.9750, W05-1517:0.9556, L08-1149:0.9221, L08-1109:0.9206, P11-1136:0.9178, W12-0906:0.9127, L08-1306:0.9126, W08-1307:0.9095, W08-1305:0.9079, W12-0905:0.9070
W04-1612 ==> W02-0504:0.9880, D07-1116:0.9600, N07-2033:0.9467, P08-2030:0.9421, N09-1045:0.9420, W05-0711:0.9383, P10-2063:0.9330, N10-1104:0.9324, P09-2056:0.9309, P06-1073:0.9280
W10-0408 ==> W09-2112:0.8204, C10-2103:0.8167, W10-0804:0.8048, P12-2039:0.7949, W11-0820:0.7945, W14-1813:0.7918, E14-1038:0.7832, W09-2110:0.7827, W11-1412:0.7817, P00-1067:0.7767
E06-1023 ==> W06-1322:0.9884, P07-2031:0.9852, P03-1070:0.9136, D08-1114:0.8696, W13-4007:0.8617, W08-0105:0.8600, A00-2001:0.8590, W99-0613:0.8571, W10-0516:0.8459, P08-2006:0.8430
L08-1039 ==> P14-1039:0.9023, P10-1022:0.8659, C10-1122:0.8605, N12-1030:0.8599, J07-3004:0.8485, W07-1212:0.8480, W09-2601:0.8476, C10-2156:0.8425, P12-1052:0.8385, W06-0609:0.8372
S13-2022 ==> S13-2005:0.9308, S12-1106:0.9295, W10-0734:0.9143, S12-1103:0.9104, S13-2099:0.9081, S12-1107:0.9029, S12-1105:0.9001, S13-2006:0.8991, P08-1051:0.8938, D12-1066:0.8839
P13-1012 ==> H05-1083:0.9139, S12-1002:0.9109, D13-1203:0.9108, P10-2029:0.9039, S10-1022:0.9009, P13-3012:0.8996, N09-2051:0.8951, P11-1082:0.8943, C10-2125:0.8931, W14-1104:0.8918
W13-5007 ==> N13-1094:0.9317, W09-2207:0.9111, W09-1703:0.8923, N10-1087:0.8917, W12-4004:0.8894, W11-0319:0.8777, P06-1102:0.8756, D09-1099:0.8747, P11-2128:0.8738, D10-1108:0.8726
W04-2113 ==> P99-1079:0.9601, P14-2116:0.9588, P05-2002:0.9577, N04-3011:0.9571, E99-1010:0.9563, N04-2004:0.9551, W14-3903:0.9541, W08-2221:0.9527, P10-2024:0.9526, W06-1709:0.9502
N03-3006 ==> W06-2302:0.9318, W04-0913:0.9273, P04-2007:0.9174, W04-2005:0.9131, E03-1025:0.8771, W13-2607:0.8397, W09-0306:0.8367, W10-0301:0.8323, P08-3010:0.8274, C10-2018:0.8241
W14-4722 ==> W10-4336:0.9598, P99-1052:0.9591, C00-1055:0.9579, W03-2108:0.9579, N10-1077:0.9553, C02-1140:0.9545, W99-0625:0.9531, W04-1302:0.9528, W10-2410:0.9524, C00-2117:0.9519
W03-0609 ==> W10-4353:0.9614, P06-1069:0.9599, W03-0608:0.9588, I05-3009:0.9555, W09-3704:0.9540, E03-1042:0.9529, W10-4323:0.9508, N03-5005:0.9505, C00-2149:0.9489, P05-2019:0.9483
C08-1031 ==> C10-1020:0.9436, P11-2099:0.8641, D09-1019:0.8619, P09-1026:0.8493, W12-4301:0.8465, W06-0302:0.8275, P11-2101:0.8255, P12-2013:0.8230, W06-1602:0.8204, E14-1040:0.8176
P13-1103 ==> C10-1122:0.8491, P10-1022:0.8308, N12-1030:0.8259, W09-1508:0.8227, W12-3409:0.8200, L08-1039:0.8145, W13-2118:0.8085, D09-1126:0.8006, W14-5205:0.7975, P12-1052:0.7935
N10-1088 ==> W11-1413:0.9182, W07-2075:0.8991, D13-1018:0.8765, W07-2089:0.8762, S13-2039:0.8413, W10-4164:0.8251, S13-2113:0.8232, W07-2073:0.8202, L08-1339:0.8195, S13-2049:0.8174
W04-0210 ==> P04-1019:0.9496, W08-2215:0.9252, P00-1019:0.9203, W00-1415:0.9156, W13-2313:0.9075, W04-0707:0.9068, C08-1016:0.9027, P00-1051:0.9023, W00-1425:0.9021, L08-1091:0.8998
W11-1514 ==> W11-1709:0.9667, N12-1071:0.9639, W14-0901:0.9154, P11-2064:0.9138, W11-1710:0.9026, D09-1063:0.8893, S14-2077:0.8769, W14-2607:0.8720, S13-2053:0.8651, W10-3208:0.8575
I05-1031 ==> N04-4008:0.9304, W07-2065:0.8109, C02-1097:0.8088, P06-1058:0.8073, I05-1081:0.8072, C04-1131:0.8063, W04-0852:0.8035, C02-1162:0.8001, N06-2036:0.7970, N09-3017:0.7923
P06-2050 ==> I05-3008:0.9900, C00-1026:0.9834, W04-1106:0.9766, P04-3007:0.9662, C10-1133:0.9578, W11-1103:0.9457, W03-1603:0.9416, W03-0612:0.9369, J03-2001:0.9319, W00-1203:0.9226
W09-3910 ==> N06-2023:0.9625, W09-3934:0.9487, W09-3917:0.9312, W00-1012:0.9101, W11-2012:0.9092, W10-4345:0.9089, N07-2054:0.9088, E99-1003:0.9034, W00-0309:0.9028, W05-0905:0.8988
W10-1610 ==> D14-1031:0.9797, L08-1275:0.9693, S13-1026:0.9649, C08-1126:0.9634, W09-0308:0.9528, L08-1323:0.9512, S14-1004:0.9463, W14-0818:0.9160, C14-1069:0.9136, J06-1003:0.9128
L08-1291 ==> L08-1005:0.9674, W12-3213:0.9479, W10-1114:0.9214, W10-0402:0.9099, D07-1089:0.9006, W12-3204:0.8826, W12-3202:0.8667, C10-2145:0.8631, W12-3209:0.8489, E14-1053:0.8258
W10-1752 ==> W14-0314:0.9555, C14-1193:0.9503, P09-2034:0.9473, W10-1751:0.9466, W08-0312:0.9463, W09-0403:0.9421, W14-4003:0.9406, W10-1755:0.9349, W14-4719:0.9335, W14-0308:0.9334
W04-0803 ==> L08-1599:0.9151, W07-2005:0.9139, W07-2021:0.9009, W06-2106:0.8939, W12-1519:0.8931, J08-2006:0.8782, S10-1065:0.8753, W04-0835:0.8701, W04-0832:0.8647, W07-2040:0.8619
P09-2056 ==> L08-1361:0.9522, E12-1069:0.9511, L08-1460:0.9487, P11-1088:0.9472, W12-6203:0.9443, L08-1176:0.9436, P10-2063:0.9420, D08-1030:0.9415, D07-1116:0.9411, W14-5312:0.9388
P04-1062 ==> N03-1006:0.9185, P10-2020:0.8804, P04-3032:0.8696, H05-1036:0.8163, P05-1044:0.7805, W06-2917:0.7800, C04-1003:0.7710, D09-1142:0.7685, N03-1009:0.7629, P10-2039:0.7629
C02-1032 ==> P06-2107:0.9397, E03-1007:0.9380, W03-1714:0.9328, E03-1032:0.9107, W14-0309:0.8999, W14-0302:0.8983, P04-3001:0.8948, P11-4012:0.8923, C04-1045:0.8919, W01-1407:0.8918
W00-1212 ==> W10-1740:0.9158, N13-1045:0.9025, P09-4008:0.9020, C00-2122:0.8923, W12-3151:0.8922, C10-2025:0.8902, P07-2054:0.8901, P09-1037:0.8899, P10-1145:0.8872, L08-1132:0.8867
C00-1027 ==> W02-1023:0.9968, W01-0508:0.9963, W06-3310:0.9956, W07-1010:0.9929, W00-1315:0.9907, W10-4334:0.7976, W09-3420:0.7974, W00-1420:0.7966, C14-1116:0.7942, W14-4342:0.7917
C08-1024 ==> W09-1111:0.9312, C08-1052:0.9187, W14-5906:0.9131, P10-1067:0.9066, P14-1093:0.9050, W11-1707:0.9016, W14-4506:0.8973, W09-1703:0.8932, D09-1099:0.8753, D12-1057:0.8700
P08-1069 ==> W06-1506:0.9226, W07-0402:0.9035, J10-3006:0.9018, P11-1046:0.8973, W07-0404:0.8904, P06-2036:0.8840, N07-1019:0.8778, W06-1505:0.8762, W06-1501:0.8685, C08-2026:0.8636
P11-1001 ==> J14-1007:0.9301, W10-2915:0.9085, P13-1033:0.9050, W14-1616:0.9047, C10-1035:0.9017, P10-1147:0.9011, W13-2217:0.9011, W11-2167:0.9007, P12-2007:0.9004, D12-1021:0.8976
W03-0108 ==> W03-0110:0.9994, N09-2030:0.9060, D14-1039:0.8374, P11-1096:0.8187, W14-2509:0.8112, D12-1137:0.8100, P13-1144:0.7457, P13-4002:0.7216, W03-2003:0.7215, C00-2117:0.7097
P14-1071 ==> P12-2049:0.9102, P08-1021:0.8798, C08-1109:0.8704, A00-2019:0.8688, D13-1074:0.8682, W10-4236:0.8682, W12-2006:0.8666, W07-1604:0.8662, P06-1031:0.8660, N07-2024:0.8636
C04-1199 ==> E09-3011:0.9736, H05-1041:0.9538, W06-2609:0.9507, D09-1132:0.9456, L08-1442:0.9449, L08-1294:0.9381, W06-0203:0.9378, W07-1706:0.9359, W08-1806:0.9261, W04-1807:0.9236
W09-3501 ==> W09-3504:0.9181, W10-2409:0.9175, N10-1102:0.8969, P06-2025:0.8840, W09-3511:0.8808, I08-1031:0.8778, C02-1099:0.8763, W02-2017:0.8761, C04-1119:0.8758, N12-1039:0.8747
P13-2137 ==> P08-1050:0.9090, W13-1014:0.8864, W06-1207:0.8831, W10-0301:0.8718, W07-2071:0.8697, L08-1078:0.8697, D07-1018:0.8678, P08-1057:0.8587, W06-1905:0.8508, P14-3010:0.8505
N09-2048 ==> P08-1044:0.9573, W12-1617:0.9527, W14-2801:0.9434, N13-2012:0.9359, H05-1104:0.9298, P11-2020:0.9186, N12-1002:0.9149, P08-2043:0.9030, N06-2031:0.9025, W12-1612:0.8974
W12-3142 ==> W09-0421:0.9392, W13-2215:0.9333, W11-2151:0.9327, W12-3147:0.9306, L08-1485:0.9303, P11-1130:0.9269, W13-2235:0.9267, P13-2068:0.9248, W13-2261:0.9228, W09-0431:0.9218
P10-1010 ==> D07-1005:0.9379, L08-1008:0.9285, W14-2201:0.8328, C00-1015:0.7928, W07-1520:0.7833, P08-4006:0.7774, W14-2212:0.7734, D07-1105:0.7688, W07-0711:0.7672, I08-4001:0.7656
W03-1121 ==> W03-1731:0.9899, W06-0125:0.9875, W06-0905:0.9520, P03-2031:0.9474, W04-3009:0.9283, C04-1004:0.9268, W06-2001:0.9217, W01-1306:0.9133, W03-0105:0.9056, L08-1562:0.9051
W12-2003 ==> P12-3017:0.7909, W10-0201:0.7889, W05-0202:0.7759, E09-1065:0.7683, W03-0210:0.7638, W09-2509:0.7543, P09-1095:0.7337, W11-1725:0.7183, W14-0906:0.7054, A00-2041:0.7024
P13-1030 ==> P12-2022:0.9527, D10-1117:0.9227, P13-2106:0.9154, N09-1062:0.9144, P11-2036:0.9141, W13-3519:0.9102, D14-1180:0.9096, P11-2127:0.9040, C14-1176:0.8980, W12-1904:0.8919
W09-0303 ==> P13-4003:0.9312, J09-3007:0.9146, W10-2103:0.9143, W10-2206:0.9109, W10-2705:0.9102, W01-1619:0.9080, E03-1074:0.9049, W13-4073:0.9047, P03-1031:0.9042, W13-3004:0.9025
W11-0815 ==> W14-0802:0.9296, C10-3015:0.9094, W06-1206:0.8743, W13-3208:0.8696, W06-2407:0.8668, W05-1005:0.8643, D07-1110:0.8642, W07-1103:0.8612, W11-0822:0.8392, W02-1112:0.8368
P12-2043 ==> W05-0704:0.9046, W06-1648:0.8810, P12-2059:0.8686, N04-3005:0.8662, W12-0505:0.8630, W08-0708:0.8607, P10-4009:0.8584, I08-1003:0.8494, C08-2013:0.8483, N07-2007:0.8428
